ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue,ReservoirInflowValue,ReservoirReleaseValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-10","4655.75","7675","-4.325","95.5"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-11","4655.42","7553","30.4917","92"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-12","4655.01","7403","16.475","92.1"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-13","4654.61","7257","19.9917","93.6"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-14","4654.24","7124","26.0458","93.1"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-15","4653.76","6952","3.58333","90.3"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-16","4653.36","6810","15.4083","87"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-17","4653.05","6700","19.4417","74.9"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-18","4652.71","6581","14.8042","74.8"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-19","4652.41","6476","21.4625","74.4"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-20","4652","6334","8.80833","80.4"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-21","4651.65","6213","18.8958","79.9"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-22","4651.26","6079","11.4417","79"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-23","4650.93","5966","21.6292","78.6"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-24","4650.51","5824","13.0083","84.6"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-25","4650.36","5773","58.4875","84.2"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-26","4650.49","5816","114.029","92.35"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-27","4650.06","5672","18.575","91.175"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-28","4649.64","5532","19.4167","90"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-29","4649.2","5384","15.1833","89.8"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-30","4648.7","5220","8.51667","91.2"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-07-31","4648.08","5015","-10.7542","92.6"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-01","4647.6","4859","21.72","100.37"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-02","4647.15","4715","26.92","99.52"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-03","4646.67","4561","21.9283","99.57"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-04","4646.19","4406","21.3342","99.48"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-05","4645.69","4248","25.8717","105.53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-06","4645.17","4086","33.345","115.02"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-07","4644.68","3933","33.0725","110.21"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-08","4644.31","3817","51.4267","109.91"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-09","4644","3724","62.9225","109.81"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-10","4643.7","3631","62.8225","109.71"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-11","4643.39","3538","62.8225","109.71"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-12","4643.09","3446","64.1267","110.51"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-13","4642.79","3354","71.6367","118.02"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-14","4642.48","3262","73.3067","119.69"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-15","4642.18","3171","71.7708","117.65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-16","4641.88","3081","69.835","115.21"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-17","4641.57","2991","68.345","113.72"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-18","4641.27","2902","66.9892","111.86"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-19","4640.96","2814","64.4533","108.82"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-20","4640.66","2726","59.4433","103.81"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-21","4640.36","2639","59.5575","103.42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-22","4640.05","2553","65.2717","108.63"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-23","4639.75","2467","67.3517","110.71"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-24","4639.78","2476","111.957","107.42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-25","4639.86","2499","119.016","107.42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-26","4639.96","2527","121.537","107.42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-27","4640.04","2550","116.956","105.36"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-28","4640.13","2575","50.2642","37.66"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-29","4640.21","2598","50.4158","38.82"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-30","4640.28","2618","49.5133","39.43"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-08-31","4640.36","2641","51.7758","40.18"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-01","4640.44","2663","52.0217","40.93"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-02","4640.62","2715","67.8967","41.68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-03","4640.72","2744","51.4008","36.78"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-04","4640.81","2770","45.5883","32.48"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-05","4640.89","2793","49.7658","38.17"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-06","4640.96","2813","52.0833","42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-07","4641.05","2839","55.1083","42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-08","4641.14","2865","55.1083","42"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-09","4641.24","2895","53.125","38"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-10","4641.33","2921","45.1083","32"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-11","4641.45","2956","46.2958","28.65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-12","4641.66","3018","41.9183","10.66"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-13","4641.91","3091","36.8042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-14","4642.11","3151","30.25","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-15","4642.29","3205","27.225","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-16","4642.47","3258","26.7208","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-17","4642.61","3300","21.175","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-18","4642.79","3355","27.7292","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-19","4642.94","3400","22.6875","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-20","4643.12","3455","27.7292","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-21","4643.3","3509","27.225","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-22","4643.5","3570","30.7542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-23","4643.69","3628","29.2417","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-24","4643.89","3689","30.7542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-25","4644.12","3760","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-26","4644.33","3825","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-27","4644.54","3890","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-28","4644.75","3955","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-29","4644.94","4014","29.7458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-09-30","4645.11","4067","26.7208","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-01","4645.29","4123","28.2333","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-02","4645.48","4183","30.25","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-03","4645.68","4246","31.7625","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-04","4645.88","4309","31.7625","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-05","4646.08","4373","32.2667","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-06","4646.26","4430","28.7375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-07","4646.45","4490","30.25","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-08","4646.63","4548","29.2417","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-09","4646.81","4605","28.7375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-10","4647.03","4676","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-11","4647.25","4747","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-12","4647.47","4818","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-13","4647.72","4899","40.8375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-14","4647.97","4980","40.8375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-15","4648.2","5055","37.8125","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-16","4648.42","5127","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-17","4648.64","5199","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-18","4648.86","5272","36.8042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-19","4649.08","5345","36.8042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-20","4649.3","5418","36.8042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-21","4649.52","5491","36.8042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-22","4649.73","5561","35.2917","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-23","4649.95","5635","37.3083","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-24","4650.16","5706","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-25","4650.37","5776","35.2917","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-26","4650.58","5847","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-27","4650.79","5919","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-28","4651","5990","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-29","4651.25","6076","43.3583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-30","4651.47","6151","37.8125","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-10-31","4651.68","6223","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-01","4651.9","6299","38.3167","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-02","4652.12","6375","38.3167","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-03","4652.36","6459","42.35","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-04","4652.58","6535","38.3167","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-05","4652.78","6605","35.2917","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-06","4653","6683","39.325","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-07","4653.21","6757","37.3083","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-08","4653.42","6831","37.3083","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-09","4653.62","6902","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-10","4653.82","6973","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-11","4654.03","7048","37.8125","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-12","4654.23","7120","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-13","4654.42","7189","34.7875","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-14","4654.61","7257","34.2833","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-15","4654.88","7355","49.4083","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-16","4655.1","7436","40.8375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-17","4655.33","7520","42.35","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-18","4655.53","7593","36.8042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-19","4655.74","7671","39.325","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-20","4655.98","7760","44.8708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-21","4656.23","7853","46.8875","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-22","4656.39","7912","29.7458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-23","4656.58","7984","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-24","4656.78","8059","37.8125","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-25","4656.96","8127","34.2833","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-26","4657.1","8180","48.7208","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-27","4657.2","8217","40.6542","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-28","4657.31","8259","43.175","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-29","4657.41","8297","41.1583","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-11-30","4657.51","8335","41.1583","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-01","4657.62","8377","43.175","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-02","4657.7","8408","37.6292","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-03","4657.82","8454","45.1917","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-04","4657.89","8480","35.1083","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-05","4657.95","8504","34.1","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-06","4658.02","8530","35.1083","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-07","4658.17","8588","51.2417","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-08","4658.35","8658","57.2917","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-09","4658.46","8700","43.175","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-10","4658.55","8735","39.6458","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-11","4658.64","8770","39.6458","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-12","4658.74","8809","41.6625","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-13","4658.83","8844","39.6458","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-14","4658.94","8887","43.6792","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-15","4659.04","8926","41.6625","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-16","4659.13","8961","39.6458","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-17","4659.23","9000","41.6625","22"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-18","4659.31","9032","43.1333","27"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-19","4659.46","9091","70.7458","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-20","4659.53","9118","54.6125","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-21","4659.6","9146","55.1167","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-22","4659.65","9166","51.0833","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-23","4659.72","9193","54.6125","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-24","4659.79","9221","55.1167","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-25","4659.83","9237","49.0667","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-26","4659.87","9253","49.0667","41"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-27","4659.93","9276","56.0958","44.5"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-28","4659.96","9288","54.05","48"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-29","4659.99","9300","54.05","48"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-30","4660.02","9312","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2013-12-31","4660.07","9332","66.0833","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-01","4660.1","9344","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-02","4660.12","9352","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-03","4660.15","9364","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-04","4660.18","9376","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-05","4660.19","9380","58.0167","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-06","4660.19","9380","56","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-07","4660.22","9392","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-08","4660.26","9408","64.0667","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-09","4660.32","9432","68.1","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-10","4660.34","9440","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-11","4660.4","9463","67.5958","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-12","4660.43","9475","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-13","4660.46","9487","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-14","4660.49","9499","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-15","4660.51","9507","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-16","4660.53","9515","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-17","4660.56","9527","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-18","4660.58","9535","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-19","4660.6","9543","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-20","4660.63","9556","62.5542","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-21","4660.65","9564","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-22","4660.67","9572","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-23","4660.69","9580","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-24","4660.7","9584","58.0167","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-25","4660.71","9588","58.0167","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-26","4660.74","9600","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-27","4660.76","9608","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-28","4660.78","9616","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-29","4660.87","9652","74.15","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-30","4660.91","9668","64.0667","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-01-31","4660.94","9680","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-01","4660.96","9688","60.0333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-02","4660.99","9700","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-03","4661.02","9712","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-04","4661.05","9724","62.05","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-05","4661.1","9745","66.5875","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-06","4661.15","9765","66.0833","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-07","4661.2","9785","66.0833","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-08","4661.4","9866","96.8375","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-09","4661.73","10000","123.558","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-10","4661.91","10073","92.8042","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-11","4662.02","10118","78.6875","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-12","4662.18","10184","89.275","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-13","4662.49","10311","120.029","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-14","4662.74","10415","108.433","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-15","4663.09","10560","129.104","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-16","4663.34","10664","108.433","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-17","4663.5","10731","89.7792","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-18","4663.64","10790","85.7458","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-19","4663.75","10836","79.1917","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-20","4663.46","10715","-5.00417","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-21","4663.55","10752","74.6542","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-22","4663.65","10794","77.175","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-23","4663.75","10836","77.175","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-24","4663.88","10891","83.7292","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-25","4664.04","10959","90.2833","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-26","4664.24","11043","98.35","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-27","4664.4","11111","200.283","166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-02-28","4664.13","10997","108.525","166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-01","4664.27","11056","195.746","166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-02","4664.24","11043","159.446","166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-03","4664.02","10950","119.113","166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-04","4664.08","10975","181.604","169"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-05","4663.97","10929","143.808","167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-06","4663.81","10862","130.221","164"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-07","4663.69","10811","136.288","162"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-08","4663.46","10715","109.6","158"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-09","4663.28","10639","115.683","154"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-10","4663.12","10573","64.725","98"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-11","4663.01","10527","72.8083","96"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-12","4662.92","10489","76.8417","96"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-13","4662.88","10473","47.9333","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-14","4662.87","10469","53.9833","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-15","4662.98","10514","78.6875","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-16","4663.07","10552","75.1583","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-17","4663.16","10591","39.6625","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-18","4663.26","10630","39.6625","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-19","4663.35","10670","40.1667","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-20","4663.45","10709","39.6625","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-21","4663.54","10749","40.1667","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-22","4663.64","10788","39.6625","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-23","4663.73","10828","40.1667","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-24","4663.93","10912","62.35","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-25","4664.14","11001","64.8708","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-26","4664.42","11120","79.9958","20"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2014-03-27","4664.71","11243","82.0125","20"
